Id,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label,day,month,hour
14940,iiitd,ac.in,1,multipart/related,0,0,0,0,73,1369241,2,Mon,Aug,15.05
14941,hackerearth,com,0,multipart/alternative,6,21,0,0,33,13337,3,Wed,Mar,7.816666666666666
14942,iiitd,ac.in,0,multipart/alternative,0,0,1,0,26,312,2,Sat,Mar,14.616666666666667
14943,sbi,co.in,0,text/plain,0,0,1,0,57,815,0,Sun,Sep,16.9
14944,twitter,com,0,multipart/alternative,24,192,1,1,74,92983,1,Tue,Mar,8.8
14945,quora,com,0,multipart/alternative,2,91,0,0,128,94238,0,Fri,Sep,23.65
14946,piazza,com,0,multipart/alternative,0,9,0,0,10,3514,0,Mon,Oct,3.8333333333333335
14947,linkedin,com,0,multipart/alternative,17,71,0,1,138,77237,1,Mon,Aug,19.5
14948,google,com,0,multipart/alternative,5,21,0,0,47,10493,0,Sun,Sep,0.25
14949,mp1,tripadvisor.com,0,text/html,21,70,1,0,22,95550,3,Thu,Jul,17.166666666666668
14950,iiitd,ac.in,0,multipart/alternative,0,3,1,0,60,4155,2,Wed,Aug,20.616666666666667
14951,iiitd,ac.in,0,multipart/related,0,0,0,0,31,420608,2,Wed,Mar,14.283333333333333
14952,na,na,0,multipart/mixed,15,37,1,0,72,553714,0,Sun,Dec,21.966666666666665
14953,m,mail.coursera.org,0,multipart/alternative,23,128,0,0,39,94893,0,Thu,Oct,23.716666666666665
14954,medium,com,0,multipart/alternative,26,156,1,1,250,69114,0,Wed,Jun,6.333333333333333
14955,iiitd,ac.in,3,multipart/related,0,0,0,0,20,39222,2,Fri,Mar,14.9
14956,google,com,0,text/html,2,12,0,0,36,4391,0,Thu,Feb,0.3333333333333333
14957,usebackpack,com,0,multipart/alternative,4,19,0,0,37,27064,0,Sat,Jan,8.433333333333334
14958,iiitd,ac.in,0,multipart/alternative,0,3,1,0,18,1443,2,Tue,Jan,12.816666666666666
14959,quora,com,0,multipart/alternative,1,105,1,0,39,83620,1,Sat,Aug,9.433333333333334
14960,amazon,in,0,multipart/alternative,30,250,1,0,11,113771,3,Tue,Sep,0.11666666666666667
14961,medium,com,0,multipart/alternative,10,73,1,0,8,34125,3,Wed,Jan,9.183333333333334
14962,udacity,com,0,multipart/alternative,18,54,0,0,73,66713,3,Sat,Mar,9.033333333333333
14963,duolingo,com,0,multipart/alternative,13,28,0,0,45,21783,3,Wed,Apr,5.033333333333333
14964,na,na,0,text/plain,0,0,0,0,57,533,0,,Apr,23.35
14965,mysliderule,com,0,multipart/alternative,0,14,0,1,24,24288,0,Wed,Nov,16.666666666666668
14966,iiitd,ac.in,2,multipart/alternative,0,0,1,0,32,363,2,Thu,Jul,21.283333333333335
14967,usebackpack,com,0,text/html,4,14,0,0,38,24860,0,Tue,May,18.316666666666666
14968,twitter,com,0,multipart/alternative,7,52,0,0,59,40766,1,Thu,Jul,8.533333333333333
14969,reply,ebay.in,0,multipart/alternative,37,131,0,0,46,88156,3,Tue,Sep,11.633333333333333
14970,emails,evernote.com,0,multipart/alternative,10,63,0,0,40,29203,0,Fri,Mar,8.15
14971,topcoder,com,0,multipart/alternative,2,37,1,0,102,40703,0,Thu,Jul,1.0166666666666666
14972,amazon,in,0,multipart/alternative,9,121,0,0,31,62394,3,Mon,Oct,0.11666666666666667
14973,amazon,in,0,multipart/alternative,14,140,0,0,44,76119,3,Wed,May,4.083333333333333
14974,iiitd,ac.in,0,text/plain,0,0,1,0,11,139,2,Tue,Feb,11.85
14975,iiitd,ac.in,8,multipart/alternative,0,17,1,0,52,26158,2,Thu,Jan,9.383333333333333
14976,ebay,in,0,multipart/alternative,1,17,0,0,23,18346,0,Sun,Jul,2.8333333333333335
14977,redwolf,in,0,multipart/alternative,5,21,0,0,29,5904,3,Fri,Apr,11.666666666666666
14978,neo4j,com,0,multipart/alternative,8,32,0,0,37,32200,3,Tue,Sep,12.366666666666667
14979,iiitd,ac.in,0,multipart/alternative,0,2,1,0,39,7041,2,Sat,May,8.5
14980,google,com,0,text/html,2,12,0,0,29,4451,0,Tue,May,5.933333333333334
14981,iiitd,ac.in,1,multipart/alternative,0,0,1,0,60,1892,2,Sat,Apr,18.9
14982,newsletter,foodpanda.in,0,multipart/alternative,11,37,0,0,24,37086,0,Mon,May,20.783333333333335
14983,amazon,in,0,multipart/alternative,31,205,1,0,43,89623,3,Sun,May,3.5166666666666666
14984,quora,com,0,multipart/alternative,8,15,0,0,67,13403,0,Wed,Nov,12.6
14985,linkedin,com,0,multipart/alternative,16,79,0,0,43,70109,1,Mon,Apr,8.283333333333333
14986,quora,com,0,multipart/alternative,4,94,0,1,117,112404,0,Wed,Aug,2.3666666666666667
14987,usebackpack,com,0,multipart/alternative,4,19,0,0,37,26952,0,Thu,Sep,17.533333333333335
14988,e,linkedin.com,0,multipart/mixed,0,0,0,0,63,4,1,Tue,Jan,4.133333333333334
14989,iiitd,ac.in,0,multipart/alternative,0,6,0,0,41,3110,2,Fri,May,14.35
14990,google,com,0,text/html,14,60,0,0,36,18050,0,Sat,Feb,3.6666666666666665
14991,quora,com,0,multipart/alternative,16,113,1,1,57,102693,1,Thu,Feb,5.733333333333333
14992,usebackpack,com,0,multipart/alternative,4,19,0,0,36,27146,0,Sat,Aug,6.833333333333333
14993,springboard,com,0,multipart/alternative,0,13,0,1,59,6226,0,Tue,Feb,9.066666666666666
14994,usebackpack,com,0,multipart/alternative,3,19,0,0,38,27307,0,Mon,Jan,14.65
14995,mails,travel-makemytrip.com,0,multipart/alternative,27,71,0,0,28,26796,3,Thu,Nov,12.833333333333334
14996,usebackpack,com,0,multipart/alternative,4,19,0,0,36,28205,0,Fri,Nov,17.983333333333334
14997,iiitd,ac.in,2,multipart/alternative,1,1,1,0,81,3045,2,Tue,Jun,11.3
14998,ni,com,0,multipart/alternative,10,52,1,1,65,43193,3,,Jun,3.6833333333333336
14999,khanacademy,org,0,multipart/alternative,0,16,0,0,46,6374,0,Wed,Jun,21.116666666666667
15000,signalprocessingsociety,org,0,multipart/alternative,9,68,0,0,93,86637,3,Wed,Dec,17.033333333333335
15001,springboard,com,0,multipart/alternative,0,9,0,0,62,3977,0,Fri,Mar,9.116666666666667
15002,reply,ebay.in,0,multipart/alternative,36,116,0,0,66,77449,3,Wed,Nov,11.6
15003,google,com,0,text/html,2,12,0,0,38,4333,0,Tue,Apr,3.95
15004,iiitd,ac.in,0,multipart/alternative,0,0,1,0,38,300,2,Fri,Dec,9.933333333333334
15005,symless,com,0,multipart/alternative,16,38,1,0,55,52548,3,Fri,Jan,20.333333333333332
15006,piazza,com,0,multipart/related,0,0,0,0,83,4,0,Fri,Aug,5.45
15007,wooe,in,0,multipart/alternative,0,9,0,0,88,11179,0,Tue,Oct,13.983333333333333
15008,deeplearning,ai,0,multipart/alternative,11,87,1,1,143,81561,3,Wed,May,18.183333333333334
15009,newsletter,foodpanda.in,0,multipart/alternative,11,34,0,0,39,44636,0,Sat,Jun,18.116666666666667
15010,topcoder,com,0,multipart/alternative,9,45,1,0,56,47132,3,Fri,Jun,18.25
15011,xprize,org,0,multipart/alternative,3,39,0,0,83,56814,0,Wed,May,16.583333333333332
15012,iiitd,ac.in,7,multipart/related,0,0,0,0,68,852444,2,Thu,Oct,15.966666666666667
15013,nvidia,com,0,multipart/alternative,7,82,0,1,61,74995,3,Thu,Oct,13.866666666666667
15014,plus,google.com,0,multipart/alternative,2,8,0,0,41,3609,1,Fri,Jan,6.2
15015,topcoder,com,0,multipart/alternative,1,34,1,0,125,37583,0,Tue,Oct,12.133333333333333
15016,amazon,in,0,multipart/alternative,12,85,1,0,63,39563,3,Tue,May,2.5166666666666666
15017,na,na,0,multipart/alternative,2,33,0,0,61,11754,0,Tue,Aug,4.6
15018,reply,ebay.in,0,multipart/alternative,32,111,0,0,88,73486,3,Thu,Apr,10.866666666666667
15019,na,na,0,multipart/alternative,2,34,0,0,60,11340,0,Tue,Jan,9.85
15020,hackerearth,com,0,multipart/alternative,3,14,1,0,39,26828,0,Thu,Jun,7.5
15021,iiitd,ac.in,1,multipart/related,0,16,0,0,33,143855,2,Tue,May,12.716666666666667
15022,redwolf,in,0,multipart/alternative,5,21,0,0,41,6004,3,Fri,Sep,11.05
15023,edx,org,0,multipart/alternative,12,33,0,0,40,31690,0,Sun,Dec,14.283333333333333
15024,twitter,com,0,multipart/alternative,3,49,0,0,107,37204,1,Thu,Aug,9.366666666666667
15025,quora,com,0,multipart/alternative,2,12,0,0,61,11004,0,Wed,Oct,19.633333333333333
15026,codeschool,com,0,multipart/alternative,18,52,0,0,51,53577,3,Fri,Apr,18.633333333333333
15027,irctc,co.in,0,multipart/alternative,10,36,0,0,55,9311,3,Sun,Sep,23.766666666666666
15028,amazon,in,0,multipart/alternative,46,257,0,0,131,113639,3,Sun,Sep,0.85
15029,mail,goodreads.com,0,multipart/mixed,0,0,0,0,18,4,1,Thu,Mar,8.233333333333333
15030,mailer,netflix.com,0,multipart/alternative,5,33,0,0,27,27039,0,Thu,Sep,12.75
15031,mails,travel-makemytrip.com,0,multipart/alternative,13,48,0,0,38,8958,3,Wed,Oct,13.216666666666667
15032,state,gov,0,multipart/mixed,0,6,0,0,53,7307323,0,Tue,Mar,11.35
15033,iiitd,ac.in,4,multipart/alternative,0,36,1,0,39,19759,2,Tue,Aug,19.05
15034,researchgatemail,net,0,multipart/alternative,5,37,0,1,39,35647,1,Mon,Sep,7.433333333333334
15035,mentor,com,0,multipart/alternative,0,12,0,0,24,3806,3,Fri,Apr,6.0
15036,iiitd,ac.in,3,multipart/alternative,0,0,0,0,41,692,2,Fri,Dec,15.65
15037,gmail,com,0,multipart/alternative,0,12,1,0,90,3470,2,Mon,Jul,12.616666666666667
15038,amazon,in,0,multipart/mixed,0,0,0,0,40,4,0,Wed,Jan,3.5833333333333335
15039,reply,ebay.in,0,multipart/alternative,5,78,0,0,64,36586,3,Sat,Mar,9.55
15040,na,na,0,multipart/mixed,0,8,1,0,16,81223,0,Mon,Jul,14.0
15041,iheartdogs-email,com,0,multipart/alternative,8,44,0,1,72,55110,3,Mon,Mar,11.3
15042,quora,com,0,multipart/alternative,3,101,1,1,72,87145,1,Fri,Sep,10.766666666666667
15043,airpostmail,in,0,multipart/alternative,1,8,0,0,54,3373,0,Mon,Apr,15.133333333333333
15044,iiitd,ac.in,1,multipart/alternative,0,0,1,1,75,5809,2,Wed,Sep,11.55
15045,gmail,com,0,multipart/alternative,0,6,1,0,79,17355,0,Wed,Sep,22.25
15046,google,com,0,multipart/alternative,1,3,0,0,58,3413,0,Sat,Sep,15.7
15047,reddit,com,0,text/plain,0,1,0,0,34,437,0,Thu,Sep,22.583333333333332
15048,linkedin,com,0,multipart/alternative,7,26,0,0,43,20973,1,Tue,Aug,22.0
15049,google,com,0,text/plain,0,0,0,0,91,421,0,Sat,Apr,0.8833333333333333
15050,nvidia,com,0,multipart/alternative,16,73,0,1,28,76241,3,Wed,Feb,23.55
15051,papercept,net,0,text/plain,0,2,1,0,46,1621,0,Sun,Sep,20.333333333333332
15052,iiitd,ac.in,1,multipart/alternative,0,10,1,0,43,28921,2,Sun,Nov,16.566666666666666
15053,iiitd,ac.in,3,multipart/alternative,0,1,1,0,22,5815,2,Mon,Jul,16.533333333333335
15054,usebackpack,com,0,multipart/alternative,4,19,1,0,38,27163,0,Tue,Dec,18.516666666666666
15055,angel,co,0,text/html,6,41,1,1,62,40248,3,Fri,Aug,2.0166666666666666
15056,amazon,in,0,multipart/alternative,7,58,0,0,97,28706,0,Thu,May,6.066666666666666
15057,mail,instagram.com,0,text/html,1,7,0,0,19,6723,0,Sun,Sep,6.85
15058,iiitd,ac.in,3,multipart/alternative,0,2,0,0,37,4703,2,Mon,Mar,10.966666666666667
15059,iiitd,ac.in,12,multipart/alternative,0,0,1,0,44,3285,2,Tue,Nov,5.366666666666666
15060,youtube,com,0,multipart/alternative,16,66,1,0,67,56087,1,Wed,Apr,14.016666666666667
15061,discuss,pytorch.org,0,multipart/alternative,51,104,0,0,24,70231,3,Mon,May,10.033333333333333
15062,news,foodpanda.in,0,multipart/alternative,12,47,0,0,75,49927,3,Thu,Mar,6.533333333333333
15063,flipkartletters,com,0,multipart/alternative,15,50,0,0,60,36152,3,Fri,Nov,0.6166666666666667
15064,sbi,co.in,0,text/plain,0,0,0,0,57,685,0,Mon,Oct,17.616666666666667
15065,iiitd,ac.in,4,multipart/alternative,0,0,1,0,56,622,2,Fri,Sep,17.566666666666666
15066,topcoder,com,0,multipart/alternative,1,17,0,0,95,35429,0,Tue,Mar,1.1166666666666667
15067,crowdai,org,0,multipart/alternative,3,24,0,1,80,44908,3,Thu,Jan,11.616666666666667
15068,em,foodpanda.in,0,multipart/alternative,10,36,0,0,41,87352,3,Wed,Dec,13.166666666666666
15069,linkedin,com,0,multipart/alternative,14,114,0,0,172,92207,1,Wed,May,1.1
15070,twitter,com,0,multipart/alternative,26,140,0,0,70,78021,1,Sun,Oct,16.7
15071,na,na,0,multipart/alternative,0,2,0,0,62,1146,0,Mon,Jan,11.183333333333334
15072,cocubes,com,0,text/html,1,6,1,0,42,6929,0,,Jan,17.95
15073,send,grammarly.com,0,multipart/alternative,8,48,0,0,76,23850,3,Wed,Aug,14.05
15074,usebackpack,com,0,multipart/alternative,4,19,0,0,38,27066,0,Fri,Dec,14.383333333333333
15075,centralesupelec,fr,0,text/html,1,1,0,0,50,5769,2,Wed,Jan,7.516666666666667
15076,symless,com,0,multipart/alternative,0,11,0,0,78,21919,3,Wed,Oct,14.616666666666667
15077,redwolf,in,0,multipart/alternative,2,9,0,0,59,2182,3,Wed,Jun,10.133333333333333
15078,youtube,com,0,multipart/alternative,4,30,1,0,144,15820,1,Tue,Jun,11.55
15079,amazon,com,0,multipart/alternative,8,43,1,0,60,24672,0,Thu,Jun,9.15
15080,google,com,0,multipart/alternative,4,12,0,0,5,5776,0,Wed,Jul,17.566666666666666
15081,twitter,com,0,multipart/alternative,11,33,0,0,57,16426,1,Fri,Feb,15.116666666666667
15082,iiitd,ac.in,0,multipart/alternative,0,4,0,0,73,1641,0,Thu,Jun,14.25
15083,freelancer,com,0,multipart/alternative,8,33,1,0,49,12942,0,Wed,Sep,4.95
15084,centralesupelec,fr,0,multipart/alternative,0,8,1,0,12,10352,2,Mon,Dec,13.033333333333333
15085,na,na,0,multipart/alternative,1,12,1,0,46,11972,2,Tue,May,12.783333333333333
15086,centralesupelec,fr,0,multipart/mixed,0,5,0,0,64,277774,2,Wed,Nov,8.1
15087,newsletter,speakingtree.in,0,multipart/alternative,12,72,0,0,57,27790,0,Sun,May,15.516666666666667
15088,crm,jabong.com,0,text/html,0,6,0,0,19,2075,0,Sun,Jun,9.1
15089,google,com,0,text/html,20,84,0,0,40,25501,0,Sat,Jun,10.916666666666666
15090,updates,freelancer.com,0,text/html,6,25,1,0,22,11236,0,Thu,Nov,6.45
15091,linkedin,com,0,multipart/alternative,9,69,0,0,73,47886,1,Wed,Dec,2.283333333333333
15092,sbi,co.in,0,text/plain,0,0,0,0,57,705,0,Mon,Dec,17.566666666666666
15093,coursera,org,0,multipart/alternative,23,131,1,1,53,99323,0,Wed,Jul,23.516666666666666
15094,academia-mail,com,0,multipart/alternative,4,19,0,0,29,36470,1,Wed,Jan,22.566666666666666
15095,iiitd,ac.in,0,multipart/alternative,0,0,0,0,34,122,2,Tue,Nov,22.083333333333332
15096,brilliant,org,0,multipart/alternative,5,27,0,0,58,42318,3,Tue,May,16.516666666666666
15097,usebackpack,com,0,multipart/alternative,4,19,0,0,38,26944,0,Wed,Oct,7.916666666666667
15098,academia-mail,com,0,multipart/alternative,3,28,1,0,83,49798,0,Sat,Oct,21.683333333333334
15099,google,com,0,text/plain,0,0,1,0,84,869,0,Fri,Feb,14.016666666666667
15100,udacity,com,0,multipart/alternative,24,59,0,1,75,74123,3,Wed,Jul,13.7
15101,amazon,in,0,multipart/alternative,7,69,0,0,25,32769,0,Tue,Apr,3.6833333333333336
15102,iiitd,ac.in,5,multipart/alternative,0,0,1,0,49,895,2,Thu,Dec,15.35
15103,iiitd,ac.in,3,multipart/alternative,0,0,1,0,20,30989,2,Thu,Dec,17.233333333333334
15104,nvidia,com,0,multipart/alternative,17,67,1,1,48,68772,0,Thu,Apr,11.533333333333333
15105,mail,goodreads.com,0,multipart/mixed,0,0,0,0,16,4,1,Thu,Apr,12.15
15106,iiitd,ac.in,10,multipart/alternative,0,1,1,0,73,20599,2,Mon,Aug,22.533333333333335
15107,kaggle,intercom-mail.com,0,multipart/alternative,2,11,0,1,61,16963,3,Mon,Feb,17.75
15108,quora,com,0,multipart/alternative,10,104,0,0,136,86719,1,Tue,Aug,2.2666666666666666
15109,usebackpack,com,0,text/html,4,14,0,0,37,24705,0,Tue,Jul,11.6
15110,topcoder,com,0,multipart/alternative,53,126,0,0,61,129333,3,Sat,Jul,3.7666666666666666
15111,iiitd,ac.in,12,multipart/alternative,0,0,1,0,53,3318,2,Mon,Nov,13.033333333333333
15112,crazydomains,in,0,multipart/alternative,6,21,0,0,31,32570,0,Wed,Mar,17.916666666666668
15113,usebackpack,com,0,multipart/alternative,3,17,0,0,34,29926,0,Sat,Mar,8.066666666666666
15114,amazon,in,0,multipart/mixed,0,0,0,0,51,4,3,Sat,Oct,8.516666666666667
15115,thefork,com,0,multipart/alternative,14,52,1,0,50,41130,0,Fri,May,15.033333333333333
15116,quora,com,0,multipart/alternative,10,104,1,0,74,81623,1,Tue,Nov,6.633333333333333
15117,usebackpack,com,0,multipart/alternative,4,19,0,0,37,26923,0,Sun,Nov,11.383333333333333
15118,iiitd,ac.in,0,multipart/mixed,4,14,0,0,32,3321557,2,Mon,Mar,15.116666666666667
15119,twitter,com,0,multipart/alternative,6,53,0,0,73,39249,1,Thu,Mar,10.7
15120,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,3.6
15121,topcoder,com,0,multipart/alternative,1,34,1,0,68,38544,0,Wed,Aug,12.183333333333334
15122,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,4.533333333333333
15123,iiitd,ac.in,1,multipart/alternative,0,0,0,0,17,578,2,Mon,May,5.666666666666667
15124,centralesupelec,fr,0,multipart/mixed,0,6,0,0,271,5419063,2,Wed,Nov,15.35
15125,usebackpack,com,0,multipart/alternative,4,19,0,0,35,27621,0,Sat,Jul,19.216666666666665
15126,usebackpack,com,0,multipart/alternative,4,19,0,0,37,26871,0,Mon,Sep,7.25
15127,quora,com,0,multipart/alternative,17,104,1,0,54,101549,1,Tue,Mar,12.166666666666666
15128,google,com,0,text/html,2,12,0,0,37,4248,0,Thu,Jun,3.2333333333333334
15129,google,com,0,text/html,14,60,0,0,38,17959,0,Tue,Feb,5.166666666666667
15130,glassdoor,com,0,multipart/alternative,21,74,0,1,89,69980,0,Sun,May,15.016666666666667
15131,usebackpack,com,0,multipart/alternative,3,19,0,0,36,26947,0,Thu,Nov,19.616666666666667
15132,indiatimes,com,0,text/html,13,113,1,1,77,51289,3,Tue,Apr,8.3
15133,flipkartletters,com,0,multipart/alternative,38,93,0,0,92,56480,3,Mon,Oct,14.1
15134,sampark,gov.in,0,text/html,58,123,0,0,37,34034,3,Tue,Mar,14.333333333333334
15135,localcirclesmail,com,0,multipart/alternative,4,19,0,0,77,15684,0,Tue,Dec,10.333333333333334
15136,amazon,in,0,multipart/alternative,15,175,1,0,60,75455,3,Tue,Jul,1.6
15137,amazon,in,0,multipart/alternative,20,195,1,0,40,96946,3,Tue,Jun,0.2
15138,quora,com,0,multipart/alternative,10,107,0,1,69,96490,1,Sun,Feb,12.0
15139,redwolf,in,0,multipart/alternative,3,18,0,0,55,4500,3,Sun,Mar,8.65
15140,mailer,netflix.com,0,multipart/alternative,5,40,0,0,42,34336,3,Wed,Feb,8.1
15141,iiitd,ac.in,0,text/plain,0,0,0,0,7,88,2,Thu,Apr,18.183333333333334
15142,iiitd,ac.in,2,multipart/alternative,2,11,1,0,31,8075,2,Sun,Sep,16.833333333333332
15143,na,na,0,text/plain,0,0,0,0,57,512,0,,Sep,18.733333333333334
15144,coursera,org,0,multipart/alternative,31,129,1,1,47,118164,0,Thu,May,3.8666666666666667
15145,udacity,com,0,multipart/alternative,6,39,0,0,103,51438,3,Tue,Mar,11.0
15146,m,mail.coursera.org,0,multipart/alternative,26,120,0,0,38,78794,3,Tue,Oct,0.36666666666666664
15147,iiitd,ac.in,0,multipart/alternative,3,22,0,0,18,9723,2,Tue,Jul,16.5
15148,na,na,0,multipart/alternative,9,61,0,0,61,24719,0,Tue,Mar,9.3
15149,ieee,org,0,multipart/alternative,2,24,1,0,32,24529,0,Mon,Feb,8.1
15150,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,15.133333333333333
15151,iiitd,ac.in,0,text/plain,0,0,1,0,9,543,2,Wed,Feb,18.316666666666666
15152,na,na,0,text/plain,0,0,0,0,57,548,0,,Feb,17.283333333333335
15153,udacity,com,0,multipart/alternative,8,39,0,0,90,50543,3,Thu,Jan,13.533333333333333
15154,twitter,com,0,multipart/alternative,28,199,0,0,190,88832,1,Sat,Dec,8.833333333333334
15155,trello,com,0,multipart/alternative,1,22,0,0,69,29511,0,Mon,Sep,18.033333333333335
15156,linkedin,com,0,multipart/alternative,4,26,0,1,45,20471,1,Tue,Jul,21.45
15157,linkedin,com,0,multipart/alternative,15,82,0,0,47,73330,1,Mon,Jul,8.066666666666666
15158,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,4.433333333333334
15159,na,na,0,text/html,5,26,0,1,19,6968,0,Wed,Jul,2.033333333333333
15160,iiitd,ac.in,3,multipart/mixed,0,0,0,0,42,73985,2,Mon,Dec,17.466666666666665
15161,google,com,0,text/html,20,84,0,0,37,25259,0,Sat,Jun,4.5
15162,kaggle,com,0,multipart/alternative,3,12,1,1,65,15139,0,Mon,Nov,22.35
15163,linkedin,com,0,multipart/alternative,3,24,0,0,29,19498,1,Tue,Nov,5.383333333333334
15164,usebackpack,com,0,multipart/alternative,4,19,0,0,31,27083,0,Fri,Sep,14.033333333333333
15165,google,com,0,text/html,2,12,0,0,35,5246,0,Thu,Jun,5.616666666666667
15166,topcoder,com,0,multipart/alternative,31,97,1,0,48,115702,3,Sat,Jul,2.2666666666666666
15167,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,4.433333333333334
15168,coursera,org,0,multipart/alternative,6,29,0,1,57,20830,0,Wed,Jun,7.05
15169,iiitd,ac.in,2,multipart/alternative,0,3,1,0,43,3519,2,Wed,Dec,15.5
15170,amazon,in,0,multipart/alternative,31,190,1,0,72,84311,3,Sat,Nov,14.15
15171,na,na,0,text/plain,0,0,0,0,57,561,0,,Nov,19.05
15172,iiitd,ac.in,2,multipart/alternative,0,2,1,0,17,10331,2,Mon,May,11.116666666666667
15173,iiitd,ac.in,16,multipart/alternative,0,34,0,0,141,26925,2,Tue,Nov,11.883333333333333
15174,hackerrank,com,0,multipart/alternative,4,21,1,0,46,22737,0,Wed,Apr,12.4
15175,coursera,org,0,multipart/alternative,4,27,1,0,59,22821,0,Thu,Sep,0.05
15176,iiitd,ac.in,5,multipart/alternative,0,1,1,0,40,14639,2,Thu,Nov,12.766666666666667
15177,mailer,netflix.com,0,multipart/alternative,6,31,0,0,34,26740,0,Tue,Aug,11.05
15178,centralesupelec,fr,0,multipart/mixed,0,7,1,0,169,178832,2,Wed,Nov,9.666666666666666
15179,email,nvidia.com,0,text/html,16,57,0,0,133,66702,3,Tue,Nov,15.683333333333334
15180,iiitd,ac.in,1,multipart/alternative,0,2,1,0,43,2513,2,Tue,Mar,17.433333333333334
15181,researchgate,net,0,multipart/alternative,2,32,0,1,58,17517,1,Thu,Oct,8.066666666666666
15182,et,uber.com,0,multipart/alternative,19,58,0,0,45,52937,3,Sun,Jun,1.15
15183,phonepe,com,0,text/html,12,27,1,0,37,22295,3,Fri,Sep,14.05
15184,amazon,in,0,multipart/alternative,11,56,0,0,46,37556,0,Tue,Oct,10.316666666666666
15185,redwolf,in,0,multipart/alternative,5,22,0,0,39,5104,3,Tue,Mar,8.633333333333333
15186,linkedin,com,0,multipart/alternative,16,66,0,1,73,65512,1,Fri,Apr,12.516666666666667
15187,newsgram,hp.com,0,multipart/alternative,19,124,1,0,89,53928,3,Wed,Dec,2.2
15188,redwolf,in,0,multipart/alternative,14,39,0,0,66,8201,3,Wed,May,8.933333333333334
15189,iiitd,ac.in,7,text/plain,0,0,1,0,24,300,2,Wed,Feb,14.216666666666667
15190,signalprocessingsociety,org,0,multipart/alternative,8,79,0,1,122,88482,0,Fri,Mar,17.016666666666666
15191,nvidia,com,0,multipart/alternative,14,41,0,1,55,41830,0,Fri,Aug,14.516666666666667
15192,springboard,com,0,multipart/alternative,0,24,0,0,61,15774,0,Mon,Jun,14.15
15193,quora,com,0,multipart/alternative,2,15,0,0,40,10975,0,Tue,Nov,15.383333333333333
15194,linkedin,com,0,multipart/alternative,12,73,0,0,47,56699,1,Mon,Jan,8.566666666666666
15195,info,paytm.com,0,text/html,11,31,1,0,56,25537,3,Sat,Nov,6.916666666666667
15196,na,na,0,text/html,0,1,1,0,92,4167,0,,Nov,1.8166666666666667
15197,iiitd,ac.in,1,multipart/mixed,0,5,0,0,18,454425,2,Sat,Nov,12.0
15198,researchgate,net,0,multipart/alternative,3,23,0,1,51,21989,1,Sun,Nov,6.35
15199,newsletter,speakingtree.in,0,multipart/alternative,12,64,0,0,47,27367,3,Thu,May,8.35
15200,usebackpack,com,0,multipart/alternative,4,17,0,0,30,29681,0,Tue,Sep,14.95
15201,amazon,in,0,multipart/mixed,0,0,0,0,56,4,3,Thu,Feb,3.033333333333333
15202,m,mail.coursera.org,0,multipart/alternative,25,120,0,0,27,80012,0,Mon,Oct,18.9
